training_iteration,timesteps_total,timesteps_this_iter,episodes_total,episodes_this_iter,episode_len_mean,episode_reward_mean,episode_reward_min,episode_reward_max,success_mean,success_phase1_mean,success_qtr_mean,full_success_mean,phase2_started_mean,nav_hits_mean_mean,nav_hits_r0_mean,nav_hits_r1_mean,dual_stagnation_steps_mean,entropy,policy_loss,vf_loss,vf_explained_var,kl,cur_kl_coeff,entropy_coeff_used,iter_time_s,wall_time_s_total
75,483779,6449,809,11,611.61,973.7855760099916,-127.09455049098216,2298.2315048520913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.030277218538172,-0.0010178231195930173,1.6159854571024577,0.6622494953520158,0.025960695389866614,0.004999999999999999,0.013732861863743992,166.58434509602375,12277.462010349613
76,490519,6740,820,11,607.51,957.4898638184013,-49.79663699872731,2298.2315048520913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.020132127797828,0.0013669892627183558,1.6875726079041102,0.6498854540429025,0.020354337997658477,0.005,0.013664197554425273,184.05167385097593,12461.513684200589
77,497019,6500,830,10,610.5,976.8836854743988,-49.79663699872731,2298.2315048520913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.995327548419728,0.00019209209153903467,1.7033744561905955,0.6900389380314771,0.022431121519272314,0.004999999999999999,0.013595876566653146,164.15451344195753,12625.668197642546
78,503519,6500,840,10,610.5,954.9325745126366,-90.29607772503921,2298.2315048520913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.757824852887321,-0.0008143092564982819,1.695601619458666,0.6588136487147387,0.01974241409220432,0.004999999999999999,0.01352789718381988,164.73596887104213,12790.404166513588
79,510259,6740,851,11,606.4,948.1135305139805,-109.13374198462104,2298.2315048520913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.693414285947692,0.00029198759419948986,1.7632647761758768,0.6151028046068155,0.019060843621321304,0.005,0.01346025769790078,177.71717960806563,12968.121346121654
80,516483,6224,861,10,607.42,924.2803408473716,-147.10367750818887,2266.5782824175494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.681919517322463,0.0006570119515289458,1.74078308952098,0.5734621083249851,0.024733492389693884,0.005,0.013392956409411277,159.63970396108925,13127.761050082743
81,523205,6722,872,11,612.12,914.6202838397627,-147.10367750818887,2327.22313839021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.350858508623563,0.005484877706756099,1.7256037496603451,0.6348971586961013,0.018316237324998288,0.004999999999999999,0.01332599162736422,169.1810044310987,13296.942054513842
82,529822,6617,883,11,617.07,869.9446285650281,-147.10367750818887,2327.22313839021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.255229898599477,0.0006830473690150449,1.7346215626368156,0.6495122250456077,0.02783025848244869,0.004999999999999999,0.013259361669227398,169.24525085906498,13466.187305372907
83,536178,6356,896,13,601.48,832.4753795842074,-222.0386496015055,2327.22313839021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.223250608444214,0.002338503007777035,1.7982596821784973,0.5850832798480987,0.017992996723303803,0.005,0.013193064860881261,163.13491461705416,13629.322219989961
84,542352,6174,907,11,597.25,854.8001425415458,-222.0386496015055,2327.22313839021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.12797566822597,0.004564507933789674,1.7669377292905535,0.6840259489964465,0.016962466197096095,0.005,0.013127099536576856,156.1113218329847,13785.433541822946
85,549001,6649,919,12,591.32,888.8894624824273,-222.0386496015055,2327.22313839021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.813167266662305,0.002612831948611599,1.75116999401496,0.652502339390608,0.026097615340322608,0.004999999999999999,0.013061464038893971,169.42666594893672,13954.860207771882
86,555212,6211,929,10,588.43,870.4716642503108,-222.0386496015055,2327.22313839021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.283456710893281,0.004776706002956751,1.651800878437198,0.5566176351235838,0.019181895225753698,0.005,0.012996156718699501,158.40867204405367,14113.268879815936
87,561850,6638,940,11,583.31,866.5513238834058,-222.0386496015055,2327.22313839021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.565523032041696,0.003625286932443627,1.6982730253384664,0.6939074530051305,0.02556203450322736,0.004999999999999999,0.012931175935106003,167.39079375797883,14280.659673573915
88,568331,6481,951,11,580.72,854.8169142455886,-222.0386496015055,2327.22313839021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.591713888504925,0.0008596614054541159,1.6995486352957931,0.721056443452835,0.02050707017319472,0.004999999999999999,0.012866520055430472,163.56451686285436,14444.22419043677
89,574618,6287,962,11,574.85,841.0231239201047,-222.0386496015055,2327.22313839021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.095031926155091,0.0041387539664283395,1.7694417607784272,0.6389908638000489,0.020618586669096564,0.005,0.01280218745515332,162.96547731314786,14607.189667749917
90,580923,6305,972,10,577.18,811.6811353154482,-222.0386496015055,2046.279535447303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.316718297958374,0.005631268861703575,1.6677594742774964,0.6217017719745636,0.019050936736809795,0.005,0.012738176517877552,159.36690258188173,14766.556570331799
91,587209,6286,982,10,580.37,797.7709355222902,-222.0386496015055,2046.279535447303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.380569923167325,0.002886680226620971,1.6838531173005395,0.634474186508023,0.024261324680639587,0.005,0.012674485635288163,161.5308443850372,14928.087414716836
92,593708,6499,993,11,588.42,823.3756675817841,-104.62621879558549,2046.279535447303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.044906692504883,0.006954296517185867,1.6535215592384338,0.658118104815483,0.022255015329286216,0.005,0.012611113207111722,163.60130182188004,15091.688716538716
93,600340,6632,1004,11,595.28,852.4477143489464,-104.62621879558549,2639.4753552145517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.638765881108303,0.004736720677921731,1.7592389597612268,0.6862997508516498,0.02388374452324215,0.004999999999999999,0.012548057641076164,167.14386350708082,15258.832580045797
94,606743,6403,1014,10,606.61,872.0584986808415,-104.62621879558549,2639.4753552145517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.170910793192247,0.012605370047009167,1.6760115333631926,0.7236132544629714,0.028232446556124252,0.004999999999999999,0.012485317352870784,162.4795957119204,15421.312175757717
95,613105,6362,1024,10,611.43,859.8891515366645,-104.62621879558549,2639.4753552145517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.973183069229126,0.00905501485557761,1.5995569829940797,0.7339040358066559,0.024023590751229267,0.005,0.01242289076610643,161.2972606930416,15582.609436450759
96,619813,6708,1036,12,600.51,884.0215769117572,-104.62621879558549,2639.4753552145517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.568580918941858,0.009914342408894368,1.7969862049480654,0.6378227642122305,0.021623919600456523,0.005,0.012360776312275898,177.76780429901555,15760.377240749775
97,626313,6500,1046,10,612.05,895.5726794523482,-104.62621879558549,2639.4753552145517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.687433560689291,0.005994798931494063,1.6979654901167927,0.6646671000648947,0.026002553151467774,0.004999999999999999,0.012298972430714518,183.38204802083783,15943.759288770612
98,632986,6673,1057,11,615.75,906.3538151596036,-104.62621879558549,2639.4753552145517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.335680124894628,0.009239337385087362,1.734937228796617,0.7074734588838973,0.025001351216499414,0.005,0.012237477568560945,173.8330198819749,16117.592308652587
99,639382,6396,1069,12,602.18,867.394437186026,-174.30846183808765,2639.4753552145517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.52430790901184,0.010146519836038351,1.6806243102550507,0.6318786205053329,0.0327743130968917,0.005,0.01217629018071814,164.78237990406342,16282.37468855665
100,645882,6500,1079,10,606.23,887.4747850232711,-174.30846183808765,2639.4753552145517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.142630590438843,0.008468311838340015,1.7438002877235412,0.6781513504981994,0.027337961887361963,0.005,0.012115408729814548,164.62142692389898,16446.99611548055
101,652431,6549,1090,11,606.73,892.991574441118,-174.30846183808765,2639.4753552145517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.275355892914993,0.004579068285126525,1.6764772814053757,0.6974496491826497,0.04536861992998975,0.004999999999999999,0.012054831686165475,169.7585645809304,16616.75468006148
102,659216,6785,1102,12,601.76,843.1790195194694,-260.06668123096347,2098.4694703355035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.064944341889134,0.012320323933467821,1.7119665666862771,0.7348918774613628,0.024361152307800386,0.0075000000000000015,0.011994557527734647,175.50491568795405,16792.259595749434
103,665608,6392,1113,11,595.13,794.0186849473296,-260.06668123096347,2098.4694703355035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.221327716827393,0.005142028549686074,1.5452122128009795,0.7890484297275543,0.034948963097302284,0.0075000000000000015,0.011934584740095974,161.48590058018453,16953.74549632962
104,672017,6409,1123,10,595.62,830.1977860236251,-260.06668123096347,2098.4694703355035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.326111023098814,0.009825867262906303,1.7426768842865439,0.644904438420838,0.026782979542512072,0.007500000000000002,0.011874911816395495,163.2862555871252,17117.031751916744
105,678376,6359,1133,10,604.35,807.7865785358355,-260.06668123096347,2012.1582504036912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.127102510452271,0.01731921670632437,1.7158128716945649,0.677472929239273,0.03245014267089159,0.0075000000000000015,0.011815537257313517,160.6365237000864,17277.66827561683
106,684730,6354,1143,10,603.67,809.1754052430567,-260.06668123096347,2012.1582504036912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.08948487456964,0.009017732054261225,1.6938708655688228,0.7274122573891465,0.0413545357969531,0.007500000000000002,0.01175645957102695,158.60707124019973,17436.27534685703
107,690977,6247,1154,11,599.23,793.8673241905651,-260.06668123096347,2012.1582504036912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.156885128605122,0.006320463719763508,1.7499934882533794,0.766923528788041,0.02045271171338166,0.01125,0.011697677273171815,157.87365042697638,17594.148997284006
108,697637,6660,1165,11,602.71,840.8043217929562,-260.06668123096347,2198.547601762471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.044760967650504,0.013204749067586338,1.7894051115467864,0.7640292930153181,0.026376028312154666,0.01125,0.011639188886805957,169.43150724307634,17763.580504527083
109,704237,6600,1176,11,603.05,798.5533213338795,-260.06668123096347,2198.547601762471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.882798026158259,0.015937532043944186,1.6351542486594273,0.7300697853932014,0.02707737185925732,0.01125,0.011580992942371927,168.52091590082273,17932.101420427905
110,710862,6625,1187,11,603.81,797.9326798243665,-260.06668123096347,2389.83130447331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.33678134404696,0.009994482549462612,1.7113858931339705,0.7792928929512317,0.030047402750310877,0.01125,0.011523087977660067,167.18857699190266,18099.289997419808
111,717191,6329,1197,10,610.99,822.6603940491742,-260.06668123096347,2389.83130447331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.47328599357605,0.018685986251570284,1.7998122172355653,0.6996974984407425,0.03780505612772305,0.01125,0.011465472537771767,160.63813908095472,18259.928136500763
112,723745,6554,1208,11,606.29,848.9949646667734,-223.1234304906198,2395.8763523884477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.108287921606326,0.019739431553228083,1.7005600534233392,0.7096954269736421,0.04268428759658527,0.01125,0.011408145175082908,166.0085101639852,18425.936646664748
113,730245,6500,1218,10,614.78,845.0963765360407,-196.92139663797894,2395.8763523884477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.822389956081615,0.012178952585193602,1.7093785500993917,0.7726734563416126,0.03426910547868849,0.016875,0.011351104449207493,166.03102594288066,18591.96767260763
114,736968,6723,1229,11,611.92,852.5296739750333,-196.92139663797894,2395.8763523884477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.037616215112074,0.02851627534079664,1.7299001621750165,0.7951762034083313,0.0467801832565467,0.016875,0.011294348926961456,169.35740881809033,18761.32508142572
115,743587,6619,1240,11,608.07,866.3723652102204,-196.92139663797894,2395.8763523884477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.793588477831621,0.01604731040021691,1.7934136917957892,0.733919853086655,0.05217025184807145,0.02531250000000001,0.011237877182326649,168.17314942204393,18929.498230847763
116,749801,6214,1250,10,610.14,875.7027413827328,-196.92139663797894,2395.8763523884477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.378227780789745,0.015006404096374706,1.7483416790864905,0.8041666055212215,0.03500278719834312,0.03796875,0.011181687796415015,159.44885904621333,19088.947089893976
117,755961,6160,1262,12,602.74,877.2115181190029,-196.92139663797894,2395.8763523884477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.820871562373881,0.024044759326367356,1.8559982058953266,0.7707576694537183,0.05048389083976974,0.03796875,0.01112577935743294,156.59000740712509,19245.5370973011
118,762217,6256,1272,10,604.4,891.577669254669,-196.92139663797894,2395.8763523884477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.837125013312514,0.029691085337224057,1.6377752226226183,0.8092788134302412,0.03432917986065786,0.05695312500000002,0.011070150460645776,158.84102562791668,19404.378122929018
119,768570,6353,1283,11,603.08,823.6460626196584,-196.92139663797894,2395.8763523884477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.581274938583373,0.03793926218384877,1.6254722878932952,0.7836550377607345,0.0511024163095355,0.056953125000000014,0.011014799708342547,163.3439096410293,19567.722032570047
120,774886,6316,1293,10,602.95,836.9660614736044,-196.92139663797894,2490.781871080652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.80262890434265,0.031840601073578,1.7298137788772583,0.754781381368637,0.045810599508468004,0.08542968750000002,0.010959725709800834,159.54916401486844,19727.271196584916
121,781437,6551,1304,11,600.14,839.1352479402318,-210.67059811145657,2490.781871080652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.426091880064744,0.028245407461117093,1.8025654517687284,0.7494331651009046,0.04810451799959373,0.12814453125000005,0.01090492708125183,165.87136633996852,19893.142562924884
122,787696,6259,1314,10,600.51,845.1694463879498,-210.67059811145657,2490.781871080652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.636991366561578,0.019809984423847377,1.6204140030607885,0.8037667409497864,0.038504987613456845,0.19221679687499998,0.01085040244584557,159.4923715298064,20052.63493445469
123,794107,6411,1324,10,602.46,807.9307734913511,-243.58069474304102,2490.781871080652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.628198509590298,0.04220814535567793,1.6761382180101732,0.7707638243834177,0.05935823292764282,0.192216796875,0.010796150433616343,170.26879888190888,20222.9037333366
124,800291,6184,1334,10,601.94,822.5004652252188,-243.58069474304102,2492.22086718058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.786985986086787,0.02297984761642102,1.7650771710337425,0.7650743337310091,0.036526789687274776,0.2883251953125,0.010742169681448262,160.08619001787156,20382.98992335447
125,806970,6679,1345,11,603.96,797.0021482023423,-243.58069474304102,2492.22086718058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.302303071291941,0.012495170010007777,1.7193265244645892,0.803987577501333,0.030728689289462346,0.28832519531250006,0.010688458833041021,169.45213978597894,20552.44206314045
126,813186,6216,1357,12,600.65,769.044538987549,-252.27470257477944,2492.22086718058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.645164714256923,0.009956302733432192,1.7291940110425155,0.8126585303495327,0.019798417003529398,0.2883251953125,0.010635016538875816,165.30085024097934,20717.74291338143
127,819922,6736,1369,12,595.84,795.2507319328271,-252.27470257477944,2504.9864367078817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.556477042863953,0.02901124755219328,1.6786871075630188,0.804021001311968,0.03678681407967828,0.28832519531250006,0.010581841456181436,180.63776845904067,20898.38068184047
128,826241,6319,1379,10,602.71,814.4954947201005,-252.27470257477944,2504.9864367078817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.55101350402832,0.01615158980060369,1.8034999523162842,0.7741002119779586,0.027159174419012222,0.2883251953125,0.010528932248900528,171.4365794090554,21069.817261249525
129,832757,6516,1391,12,591.71,872.9056636112323,-252.27470257477944,2504.9864367078817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.59318889169132,0.018710481268057015,1.7177909156855415,0.7783296509116304,0.033830289190237624,0.2883251953125,0.010476287587656025,166.80347717599943,21236.620738425525
130,839147,6390,1402,11,590.09,829.2868893041028,-252.27470257477944,2504.9864367078817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.155874597549438,0.01365461383247748,1.7303213691711425,0.828167197227478,0.02805056406744348,0.2883251953125,0.010423906149717745,161.31270448304713,21397.933442908572
131,845485,6338,1413,11,584.39,835.2232045813223,-252.27470257477944,2504.9864367078817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.114180429458617,0.026804114350816234,1.7225696523189544,0.7426867886781693,0.034408902440225285,0.2883251953125,0.010371786618969156,159.76565099111758,21557.69909389969
132,851683,6198,1423,10,582.26,869.195981522918,-252.27470257477944,2504.9864367078817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.49177038470904,0.012434138370250973,1.742831801623106,0.8100291639566422,0.029901362243745126,0.2883251953125,0.01031992768587431,160.14168922393583,21717.840783123625
133,858364,6681,1435,12,574.23,855.1327421227711,-252.27470257477944,2504.9864367078817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.499907970428467,0.0205156854667271,1.8001911692894421,0.7917495188804773,0.03027847742566027,0.28832519531250006,0.010268328047444939,180.44130328507163,21898.282086408697
134,864864,6500,1445,10,578.94,900.0681284285471,-252.27470257477944,2504.9864367078817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.877989078970517,0.01975994621650042,1.7600126397375968,0.8312583898796755,0.025687999968130405,0.2883251953125,0.010216986407207715,164.79613855993375,22063.07822496863
135,871282,6418,1455,10,593.96,946.1738250644706,-211.53364798689262,2504.9864367078817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.730598960876465,0.014523681263439357,1.7881288704872131,0.7810585607290268,0.030235119601716067,0.2883251953125,0.010165901475171676,162.91020213393494,22225.988427102566
136,877890,6608,1466,11,595.08,987.7131071317834,-211.53364798689262,2294.585205492003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.028025953442443,0.021470281519178375,1.875864635261835,0.7482149175569123,0.03091275965539566,0.2883251953125,0.010115071967795817,167.86164243193343,22393.8500695345
137,884390,6500,1476,10,600.99,956.5489259064088,-211.53364798689262,2294.585205492003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.998134839301017,0.013289706459310015,1.6931113790063297,0.8461765788349451,0.028782015017184675,0.2883251953125,0.010064496607956839,173.05018052086234,22566.90025005536
138,890720,6330,1487,11,597.6,942.1317672068149,-211.53364798689262,2294.585205492003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.67204373550415,0.029167790365405382,1.7394411172866822,0.8416180834770203,0.0306435268637781,0.2883251953125,0.010014174124917055,172.3056923840195,22739.20594243938
139,896981,6261,1497,10,607.34,960.8319690349166,-190.3632140453832,2265.1419845354835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.995847604712662,0.01923400161084624,1.7360917458728868,0.8048489074317776,0.026221424159576786,0.2883251953125,0.00996410325429247,159.4543706330005,22898.66031307238
140,903543,6562,1509,12,604.2,945.4315209140639,-190.3632140453832,2265.1419845354835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.817503052491409,0.010625846266674881,1.6737443249959212,0.8347020947016203,0.025807006069791354,0.28832519531250006,0.009914282738021007,169.40239560906775,23068.06270868145
141,909738,6195,1520,11,598.1,969.2147931284129,-169.35987471451833,2265.1419845354835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.130013421117043,0.017282950839179814,1.7751817017185445,0.8594243842728284,0.02261094164331897,0.2883251953125,0.009864711324330902,156.79726252914406,23224.859971210593
142,916238,6500,1530,10,607.91,935.8026264113598,-204.94949947796772,2265.1419845354835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.11684632581823,0.017454761920003767,1.7164555533259522,0.8386699549123353,0.02844063509210673,0.2883251953125,0.009815387767709249,171.59899071301334,23396.458961923607
143,922978,6740,1541,11,607.14,923.5166507397946,-204.94949947796772,2265.1419845354835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.567448368439308,0.010399941728414538,1.637407958966035,0.8530848838962042,0.02787833927701385,0.28832519531250006,0.009766310828870703,178.52383075701073,23574.982792680617
144,929289,6311,1552,11,599.57,850.7486434794031,-204.94949947796772,2265.1419845354835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.178476183755057,0.018187676007118153,1.7250772281568878,0.8404239137561954,0.03273334540570023,0.2883251953125,0.00971747927472635,163.9788272359874,23738.961619916605
145,935652,6363,1562,10,603.62,839.3659985832892,-204.94949947796772,2239.66620572618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.156861748695373,0.017982539211865513,1.8418634626865387,0.8142163640260697,0.03108233729005256,0.2883251953125,0.00966889187835272,161.16610055207275,23900.127720468678
146,942119,6467,1573,11,596.79,837.7531195841203,-204.94949947796772,2239.66620572618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.211414109024346,0.010134387198908657,1.6882311694762286,0.8820121110654344,0.02199735474549824,0.2883251953125,0.009620547418960956,164.64222724200226,24064.76994771068
147,948551,6432,1584,11,597.81,844.1089023263988,-204.94949947796772,2239.66620572618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.740156124114991,0.018548446986824275,1.7020893540382385,0.8612706476449966,0.03481411160529318,0.2883251953125,0.009572444681866151,174.76619428605773,24239.536141996738
148,954966,6415,1597,13,579.85,790.0328533600131,-204.94949947796772,2239.66620572618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.287875340031643,0.01772856442988211,1.6419080009647444,0.8864885102300083,0.025455780806687787,0.2883251953125,0.009524582458456821,167.05678673298098,24406.59292872972
149,961501,6535,1608,11,586.08,796.309468246235,-204.94949947796772,2239.66620572618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.35197406387329,0.014902310732752085,1.6144643902778626,0.8757529253959656,0.030987682931133242,0.2883251953125,0.009476959546164537,162.80379073810764,24569.396719467826
150,968001,6500,1618,10,594.28,770.7606603919094,-204.94949947796772,2239.66620572618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.73364283991795,0.012194071122782998,1.6821548492300744,0.8931686728608375,0.024207251812178716,0.2883251953125,0.009429574748433714,163.32105324906297,24732.71777271689
151,974741,6740,1629,11,591.53,793.1759760121926,-180.03798504821182,2239.66620572618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.656790128743873,0.015468897598461722,1.7577327019763442,0.8844377740374151,0.03097620314022807,0.28832519531250006,0.009382426874691546,173.66650672606193,24906.38427944295
152,981024,6283,1640,11,586.96,817.1020802465931,-180.03798504821182,2239.66620572618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.708130771636963,0.013601722971070557,1.8177410345077514,0.8881678103208542,0.021251501017022313,0.2883251953125,0.009335514740318088,171.46665238100104,25077.850931823952
153,987524,6500,1650,10,595.35,822.1728540946092,-180.03798504821182,2239.66620572618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.395685114179338,0.015309020746689366,1.6692451000213624,0.8698342888939138,0.029036769510150138,0.2883251953125,0.009288837166616498,162.5425702962093,25240.39350212016
154,993975,6451,1661,11,589.73,748.3754389687862,-180.03798504821182,2143.9285345281182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.531100938834395,0.01585483995868879,1.6752250477379445,0.8689156543974783,0.022302015574759176,0.2883251953125,0.009242392980783415,165.05469009885564,25405.448192219017
155,1000282,6307,1671,10,594.63,736.6374050573224,-180.03798504821182,2143.9285345281182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.969509015083313,0.017433621677570045,1.7160954246520996,0.8686431159973145,0.026802610387101466,0.2883251953125,0.009196181015879499,159.57656185515225,25565.02475407417
156,1006741,6459,1682,11,594.9,748.3559458536578,-180.03798504821182,2143.9285345281182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6145606508442,0.01627730024686339,1.723986897281572,0.87601992335974,0.030395652272049996,0.2883251953125,0.0091502001108001,168.24663129099645,25733.271385365166
157,1013241,6500,1692,10,603.89,782.6811909621474,-180.03798504821182,1858.2350296484333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.19450393190571,0.015451016169790105,1.7597746804648755,0.8647470115446577,0.02395916331660458,0.2883251953125,0.009104449110246101,175.83583516185172,25909.107220527017
158,1019981,6740,1703,11,613.2,790.6083552891819,-180.03798504821182,1858.2350296484333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.38760291765321,0.010656770125453203,1.6371116770888274,0.8866946897416744,0.024607182596268755,0.28832519531250006,0.00905892686469487,171.36096015921794,26080.468180686235
159,1026492,6511,1714,11,610.91,803.4237294129833,-173.30693003491274,1858.2350296484333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.80494587655161,0.0176891609839182,1.742971294300229,0.86896985336846,0.02857713479441408,0.2883251953125,0.009013632230371394,165.4249382209964,26245.893118907232
160,1033232,6740,1725,11,610.91,815.5208457434487,-173.30693003491274,1862.9790530485545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.065085796209482,0.01426808435577326,1.752393381182964,0.9048472074361947,0.029430077195200823,0.28832519531250006,0.008968564069219538,168.47168592410162,26414.364804831333
161,1039804,6572,1736,11,609.23,794.122403467982,-173.30693003491274,1921.5905513431521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.386327307040874,0.0240315902324465,1.6667125970125198,0.8910231111141351,0.03147723767369816,0.28832519531250006,0.00892372124887344,170.97844150220044,26585.343246333534
162,1046482,6678,1747,11,609.08,758.9958685573891,-173.30693003491274,1921.5905513431521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.37541519800822,0.016321823251543237,1.5873411758273255,0.9258454824195189,0.02340586441843979,0.2883251953125,0.008879102642629073,179.8823822250124,26765.225628558546
163,1052885,6403,1757,10,612.21,736.9806118672082,-173.30693003491274,1921.5905513431521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.696057626312854,0.0031914177985277537,1.4929372218309664,0.9039489927245121,0.017940264016939034,0.2883251953125,0.008834707129415928,163.96250065113418,26929.18812920968
